compatibility,surface,refusal_reason,message_vector,test_destination,reviewer,source_search_key
tikv,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/tikv/capability-summary.md#keyword:transaction
tikv,reference_authority_surface:mvcc,MGA authority review: compatibility MVCC semantics cannot replace ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/tikv/capability-summary.md#keyword:mvcc
tikv,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/tikv/wire-and-migration-summary.md#keyword:snapshot
tikv,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/tikv/8.1.2/release-notes/RELEASE_NOTES_SOURCE.md#keyword:recovery
tikv,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/tikv/8.1.2/release-notes/RELEASE_NOTES_SOURCE.md#keyword:commit
tikv,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/tikv/8.1.2/release-notes/RELEASE_NOTES_SOURCE.md#keyword:rollback
tikv,reference_authority_surface:fsync,durability authority review: compatibility durability primitive must map to ScratchBird storage authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/tikv/8.1.2/release-notes/RELEASE_NOTES_SOURCE.md#keyword:fsync
tikv,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/tikv/8.1.2/source/metrics/grafana/tikv_details.json#keyword:wal
tikv,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/tikv/8.1.2/source/metrics/grafana/tikv_details.json#keyword:checkpoint
tikv,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/tikv/appendix-compatibility-tikv-capability-map.md#keyword:finality
vitess,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/vitess/transaction-and-cluster-summary.md#keyword:transaction
vitess,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/vitess/wire-and-migration-summary.md#keyword:snapshot
vitess,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/vitess/23.0.3/source/.github/pull_request_template.md#keyword:commit
vitess,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/vitess/23.0.3/source/AGENTS.md#keyword:wal
vitess,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/vitess/23.0.3/source/changelog/13.0/13.0.0/release_notes.md#keyword:recovery
vitess,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/vitess/23.0.3/source/changelog/15.0/15.0.0/release_notes.md#keyword:rollback
vitess,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/vitess/23.0.3/source/changelog/17.0/17.0.0/changelog.md#keyword:checkpoint
vitess,reference_authority_surface:mvcc,MGA authority review: compatibility MVCC semantics cannot replace ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/vitess/23.0.3/source/doc/design-docs/V3HighLevelDesign.md#keyword:mvcc
vitess,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/vitess/appendix-compatibility-vitess-capability-map.md#keyword:finality
xtdb,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/xtdb/capability-summary.md#keyword:transaction
xtdb,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/xtdb/transaction-and-cluster-summary.md#keyword:commit
xtdb,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/xtdb/wire-and-migration-summary.md#keyword:snapshot
xtdb,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/xtdb/2.1.0/source/SECURITY.md#keyword:wal
xtdb,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/xtdb/2.1.0/source/docs/src/content/docs/about/txs-in-xtdb.md#keyword:rollback
xtdb,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/xtdb/2.1.0/source/docs/src/content/docs/ops/aws.md#keyword:recovery
xtdb,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/xtdb/appendix-compatibility-xtdb-capability-map.md#keyword:finality
yugabytedb,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/yugabytedb/index-and-optimizer-summary.md#keyword:transaction
yugabytedb,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/yugabytedb/transaction-and-cluster-summary.md#keyword:finality
yugabytedb,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/yugabytedb/wire-and-migration-summary.md#keyword:rollback
yugabytedb,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/yugabytedb/2025.2.2.2/release-notes/RELEASE_NOTES_SOURCE.md#keyword:snapshot
yugabytedb,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/yugabytedb/2025.2.2.2/release-notes/RELEASE_NOTES_SOURCE.md#keyword:commit
yugabytedb,reference_authority_surface:fsync,durability authority review: compatibility durability primitive must map to ScratchBird storage authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/yugabytedb/2025.2.2.2/source/.fossa-local.yml#keyword:fsync
yugabytedb,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/yugabytedb/2025.2.2.2/source/.github/vale-styles/Yugabyte/spelling-exceptions.txt#keyword:wal
yugabytedb,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/yugabytedb/2025.2.2.2/source/architecture/design/README.md#keyword:recovery
yugabytedb,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/yugabytedb/2025.2.2.2/source/architecture/design/distributed-backup-and-restore.md#keyword:checkpoint
yugabytedb,reference_authority_surface:mvcc,MGA authority review: compatibility MVCC semantics cannot replace ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/yugabytedb/2025.2.2.2/source/architecture/design/docdb-raft-enhancements.md#keyword:mvcc
